Target,cg00219921,cg00636427,cg00771778,cg00849570,cg01639201,cg01884715,cg04115006,cg04537602,cg04603130,cg04635849,cg05350315,cg05496363,cg05501357,cg06243638,cg06734169,cg08641579,cg09174690,cg09894276,cg11276456,cg11374732,cg11913894,cg11963436,cg11993925,cg12176476,cg12697442,cg14046074,cg15573998,cg15692052,cg15989608,cg16277479,cg16397722,cg16583193,cg17184477,cg17374802,cg17458101,cg17983571,cg18036763,cg19048327,cg19064302,cg19486047,cg20432680,cg20500144,cg21040096,cg21158528,cg22205544,cg22755445,cg24427243,cg25613180,cg25783497,cg26788916
RA_339,0.942209342,0.962026749,0.801625875,0.373786125,0.009551895,0.958120043,0.930631721,0.580961811,0.593039319,0.882009874,0.703095135,0.941388239,0.418134387,0.734430812,0.006536554,,0.510456265,0.629419271,0.006410908,0.976336012,0.007369943,0.978540109,0.315543266,0.006377656,0.021792493,0.909036025,0.951581666,0.871695834,0.150691136,0.037919941,0.978660971,0.972774075,0.0313635,0.856772141,0.008876582,0.977338588,0.017593036,0.906671931,0.006716355,0.911567461,0.974174478,0.007237941,0.916301977,0.006873671,0.761606708,0.665916074,0.009523655,0.581414437,0.965385524,0.018451418
RA_337,0.919029742,0.965701394,0.85826635,0.424383867,0.010062143,0.971002842,0.945412614,0.442038198,0.673566379,0.881124725,0.451347609,0.915724147,0.660013186,0.752783235,0.010611157,,0.60767408,0.899585788,0.006014256,0.975780345,0.008799838,0.982449725,0.263659676,0.006795241,0.026350638,0.925751775,0.958616086,0.664222395,0.127674161,0.04961025,0.980176157,0.977130578,0.045604629,0.876676047,0.006844295,0.975456602,0.018850779,0.901176866,0.007734747,0.940164454,0.954462853,0.00709018,0.923972608,0.007242607,0.61599481,0.755221484,0.011033495,0.709613768,0.964280598,0.019845323
RA_335,0.923836796,0.965466375,0.794363988,0.456507971,0.009050449,0.957627119,0.924979445,0.580174713,0.669038307,0.937880446,0.645928933,0.906888222,0.467707639,0.732811991,0.00777763,,0.608036292,0.68099481,0.007467993,0.972664434,0.006402554,0.98208132,0.29334725,0.006646745,0.018947137,0.905648326,0.947389085,0.847604935,0.143343971,0.043611974,0.978830697,0.974504961,0.04296775,0.873956541,0.007441331,0.955648367,0.013640426,0.889167862,0.006646337,0.917140979,0.978659786,0.006451796,0.780061614,0.007722584,0.663449237,0.670428848,0.009687468,0.613937591,0.959118644,0.012928211
RA_334,0.956606661,0.965787513,0.773974565,0.430096478,0.009079683,0.959298426,0.943893902,0.572986325,0.416646853,0.877126429,0.563656292,0.930890249,0.502660451,0.684934571,0.013581496,,0.549635528,0.637200644,0.006579594,0.937431867,0.007802153,0.981615957,0.28410687,0.006413226,0.021845832,0.917214319,0.960184856,0.7810275,0.170990037,0.04611631,0.959816485,0.935261658,0.039608865,0.879045717,0.006905236,0.975417711,0.016251995,0.901437252,0.007768182,0.92839705,0.956251267,0.0073416,0.92786714,0.005933797,0.796971057,0.710993967,0.009349911,0.633283815,0.964614601,0.0120499
RA_333,0.93814433,0.963296677,0.814131952,0.441269841,0.008727461,0.952102695,0.948231439,0.624447446,0.671310604,0.811068694,0.748316675,0.92664758,0.343606642,0.725719311,0.00962856,,0.592227743,0.810728697,0.006685574,0.962900656,0.006467223,0.98253361,0.244904903,0.005852626,0.019261526,0.91687972,0.974025974,0.848050274,0.159068982,0.038297326,0.974521073,0.975630586,0.031701343,0.885105423,0.005957644,0.972939058,0.011751902,0.922892481,0.006965289,0.926115353,0.966688865,0.006471581,0.921109109,0.014519056,0.71250805,0.666413117,0.008859743,0.589944134,0.964803581,0.014829501
RA_332,,0.967394076,,,0.008606974,0.962318816,0.93816041,0.557294348,0.176550809,0.865767769,0.596638655,0.912869467,0.44810113,0.725622549,0.008178065,,0.62148269,0.838618625,0.006232649,0.96644924,0.007405921,0.97911881,0.280044205,0.006334495,0.024359429,0.911790743,,0.827028037,0.147892725,,0.977455914,0.975370139,0.031079421,0.860192694,0.006508624,0.975241156,0.016664826,0.905478208,0.007235961,0.906458425,0.957402492,0.005694389,0.767859464,,0.710724917,0.702865645,0.01047619,0.613828843,,0.017774922
RA_33,0.916409939,0.963996495,0.82414814,0.45948278,0.009780335,0.941440659,0.93465055,0.526014141,0.753318919,0.805389978,0.521977891,0.913004119,0.579035229,0.714285714,0.008809996,,0.5639059,0.708597044,0.007150046,0.971033619,0.009216137,0.977532348,0.330418796,0.008031665,0.025964583,0.897557009,0.932630787,0.740143305,0.155309824,0.06860578,0.975185567,0.974803929,0.032620469,0.862072723,0.007471183,0.967776139,0.016424162,0.883396296,0.00829863,0.905973121,0.95718876,0.005156317,0.90747761,0.008041809,0.728128985,0.68721547,0.008655803,0.652573823,0.957886816,0.019412274
RA_328,,0.963378158,,,0.010952739,0.947109983,0.93652271,0.490239127,0.555183191,0.8724937,0.459183673,0.872046543,0.534178568,0.672851909,0.009986849,,0.58693987,0.823620461,0.006397458,0.972022485,0.008259396,0.980398521,0.351058464,0.006890118,0.021765079,0.914501574,,0.76137043,0.110999345,,0.965564738,0.974705096,0.033564048,0.863991737,0.006510499,0.971727022,0.031657727,0.906604873,0.007492009,0.916776063,0.948696529,0.006754237,0.790754121,,0.686441929,0.747069289,0.021052632,0.633844643,,0.016558031
RA_326,0.939534884,0.966177105,0.860526316,0.383838384,0.007894475,0.952018053,0.94019112,0.592808605,0.694687814,0.867750093,0.614464948,0.944102767,0.50447826,0.669102296,0.011530561,,0.658354318,0.838910408,0.00772238,0.970397876,0.008289506,0.979065165,0.328993522,0.005704839,0.02077397,0.906134769,0.950819672,0.831684335,0.166511199,0.015,0.97182185,0.976094193,0.036649706,0.861229936,0.00727848,0.976799708,0.022831946,0.900575323,0.007513925,0.92189545,0.964478878,0.007643955,0.923622347,,0.739160307,0.699475069,0.00948867,0.662192182,0.984375,0.01754856
RA_325,0.913459441,0.964427403,0.769670449,0.407216602,0.010616835,0.947757676,0.92707154,0.443080736,0.785927164,0.874061961,0.542979222,0.918461003,0.511656039,0.629089731,0.012202009,,0.494584913,0.810028525,0.006693726,0.968652051,0.008754049,0.980580292,0.313338044,0.007061838,0.036679241,0.911782506,0.932515939,0.763545349,0.165949306,0.050038928,0.970349069,0.976173934,0.034946315,0.832629478,0.007170689,0.972543705,0.023178144,0.90278207,0.008177145,0.904881258,0.976995069,0.006311752,0.915330349,0.0087398,0.654239597,0.698511082,0.011038535,0.643354721,0.960880654,0.018448499
RA_321,0.9537162,0.95950246,0.745332943,0.378219667,0.008728618,0.957435038,0.936741988,0.521457691,0.447887601,0.89642247,0.712228079,0.912045924,0.37663985,0.750986193,0.008088684,,0.475418383,0.818046511,0.007555725,0.969559114,0.006931479,0.981798389,0.255126185,0.006765531,0.016941339,0.916300433,0.954293731,0.873587284,0.191021183,0.029469647,0.980343139,0.977197794,0.027912753,0.877785449,0.008284475,0.972297756,0.008986077,0.909800597,0.006129857,0.919901981,0.966239241,0.006110752,0.924087024,0.007672327,0.708932298,0.65442688,0.009366144,0.557564828,0.963389181,0.010801496
RA_320,0.935771324,0.961085012,0.73160239,0.373818303,0.01068855,0.970569361,0.93551718,0.639025696,0.592209361,0.815064148,0.713739264,0.919785871,0.498363613,0.77963844,0.007384349,,0.576686399,0.829689461,0.005741027,0.97720307,0.00896743,0.984864911,0.330226398,0.007204166,0.020151521,0.91708321,0.943806689,0.832735437,0.0948523,0.029326315,0.975989314,0.975796328,0.028965464,0.819555119,0.006544138,0.989141342,0.023730497,0.917562948,0.007479582,0.93476393,0.979002988,0.007654683,0.931118387,0.006449461,0.783157362,0.701292661,0.011024849,0.606883939,0.961086131,0.01227996
RA_319,0.903707975,0.969162018,0.843630048,0.396126652,0.009599591,0.953695874,0.935679423,0.519950993,0.635637512,0.806783285,0.507537811,0.904497392,0.574722818,0.674876847,0.008026929,,0.597694087,0.855069,0.007244389,0.969664225,0.009607758,0.979219316,0.306682339,0.007899164,0.028541087,0.903733595,0.918638252,0.712939109,0.327593533,0.05043045,0.971279136,0.975214944,0.031170889,0.857095449,0.007236797,,0.022337746,0.88138145,0.007694339,0.886604436,0.977737683,0.008387924,0.890170179,0.007219095,0.720442385,0.697340815,0.010134862,0.675659729,0.962647672,0.025735311
RA_317,0.918031488,0.964979619,0.820008147,0.439354451,0.010270717,0.956435048,0.929063571,0.594042948,0.736034219,0.774175194,0.612229812,0.912619822,0.493609742,0.688496486,0.008893673,,0.58496574,0.904258826,0.006303077,0.973243312,0.008695326,0.976195741,0.311990302,0.006381502,0.032791864,0.913616569,0.934109052,0.765602477,0.105991659,0.067457439,0.969048312,0.975462702,0.035851671,0.868765126,0.007604937,0.974603175,0.015328161,0.898872376,0.007802898,0.910651435,0.962774371,0.008717914,0.902892515,0.008111222,0.69500729,0.649828254,0.010788276,0.615373247,0.958659659,0.017533409
RA_316,0.92364372,0.966663626,0.826215424,0.424186317,0.008811446,0.962476813,0.938739024,0.612825645,0.672698984,0.81621182,0.661892175,0.917303406,0.421985321,0.675613935,0.008218802,,0.51299551,0.621657714,0.006773875,0.966843063,0.007408467,0.983474386,0.335264352,0.005747692,0.020582485,0.922163894,0.95654617,0.803342639,0.148777355,0.04314217,0.966512352,0.976781917,0.031623292,0.891899232,0.007213944,0.97761416,0.01415222,0.911972408,0.007456139,0.920851999,0.977653987,0.007956141,0.785780701,0.005546168,0.710236469,0.686613116,0.009886903,0.629636147,0.963672028,0.014523685
RA_313,0.955103848,0.962174031,0.81868369,0.421774338,0.009320614,0.961234393,0.943812497,0.655880321,0.687381232,0.864414045,0.805048367,0.914787045,0.365728262,0.724039636,0.008092746,,0.530602668,0.888212931,0.007877931,0.957795437,0.007383771,0.89709927,0.300808752,0.006815688,0.019317663,0.908741649,0.962816361,0.870329097,0.147612483,0.029464242,0.971465342,0.975199109,0.034345432,0.872516943,0.007180092,,0.022461378,0.920882194,0.007646004,0.939349629,0.971068354,0.007792305,0.924150311,0.007198363,0.697586564,0.649615604,0.01040656,0.549008935,0.965557378,0.011746286
RA_310,0.955358499,0.964546552,0.819923933,0.440524659,0.0072024,0.957346641,0.946932219,0.639156069,0.409379986,0.807610721,0.665048312,0.886407757,0.392334258,0.690098468,0.006770008,,0.5264249,0.675502217,0.007400069,0.956085417,0.008487634,0.980961169,0.336885281,0.007394642,0.021598975,0.930827005,0.958815612,0.807409766,0.17334127,0.032839127,0.971646038,0.97426309,0.030328493,0.858575899,0.006179257,0.986065739,0.014591307,0.909049594,0.006824136,0.920947769,0.968202013,0.007947471,0.78977598,0.006552409,0.727570505,0.644665324,0.009846836,0.57741608,0.965782256,0.01161364
RA_308,0.805200139,0.963118111,0.751058438,0.44374121,0.009838733,0.951023313,0.897477126,0.48246488,0.737563998,0.915852317,0.571250314,0.880838128,0.572206453,0.705926482,0.009322199,,0.589175209,0.926707339,0.006639368,0.973459971,0.009541638,0.976198804,0.358457373,0.005718558,0.063808788,0.903161395,0.919230769,0.80462488,0.139400669,0.048403826,0.975108629,0.970936167,0.042079499,0.807655766,0.006132324,0.981052576,0.025518531,0.875819129,0.007946052,0.887516483,0.949567365,0.006547488,0.872146581,0.005377702,0.709868242,0.693636932,0.006242731,0.649943973,0.953738897,0.036752837
RA_307,0.921879383,0.961412519,0.740410332,0.424951267,0.00893586,0.954643758,0.897098947,0.559233932,0.649558409,0.851903295,0.606505013,0.888186527,0.491567208,0.679179929,0.00785796,,0.467198398,0.823065273,0.005797781,0.970426765,0.008027248,0.978366016,0.279481451,0.007783736,0.028389984,0.915879965,0.931506849,0.77620222,0.193087998,0.060810155,0.972808,0.971071488,0.034083185,0.866606137,0.007438045,0.975955472,0.016429637,0.885042413,0.006637853,0.904955294,0.962894973,0.008000651,0.902482834,0.004497751,0.642701185,0.66695137,0.007915697,0.614995012,0.962369842,0.02545039
RA_306,0.956140351,0.959072258,0.787931264,0.37962963,0.010756939,0.946491438,0.92733622,0.565242918,0.604514026,0.932747657,0.618589993,0.882687878,0.497516786,0.683192929,0.007436262,,0.511511004,0.813032648,0.00738818,0.968406061,0.009202341,0.980160205,0.28379834,0.006693081,0.025055498,0.913617997,0.873417722,0.800320932,0.178381563,0.036545948,0.971204614,0.973211443,0.031074019,0.875177119,0.006884093,0.971514404,0.020036422,0.887827493,0.007498716,0.922745211,0.950976829,0.007320411,0.912169543,0.022599469,0.64894159,0.697383072,0.009202837,0.626207245,0.962248365,0.013297965
RA_305,0.932947901,0.963067628,0.721219236,0.361430407,0.009028716,0.950687624,0.937803061,0.604992461,0.514860422,0.800131326,0.652178964,0.889515238,0.407579898,0.716166232,0.008035386,,0.637169066,0.548531056,0.006380078,0.966306133,0.007708208,0.978007822,0.292763943,0.00658594,0.016937862,0.908334131,0.954664484,0.806914489,0.129124477,0.0332589,0.973316293,0.974930506,0.02939633,0.875487351,0.007686198,0.974350309,0.011127301,0.908684319,0.007139211,0.912731245,0.955835231,0.00714799,0.872588545,0.007558632,0.691961054,0.658194355,0.01190551,0.55062269,0.96138714,0.016337393
RA_304,0.878065472,0.962310999,0.810844147,0.462776177,0.010309623,0.948280873,0.939859379,0.496692761,0.522589628,0.883270506,0.481321791,0.859929438,0.580196862,0.704260209,0.01310981,,0.657224548,0.870515267,0.006496881,0.969535759,0.009570323,0.984168089,0.315679238,0.005565302,0.029042783,0.902623973,0.93697561,0.68483222,0.156471066,0.05160775,0.973237657,0.976659919,0.038306629,0.878378077,0.007310923,0.974258481,0.041809807,0.903708842,0.007198016,0.899028879,0.953963664,0.008285808,0.906227494,0.006586692,0.729800747,0.729609355,0.010050131,0.671391004,0.963308808,0.014021086
RA_303,0.914666025,0.962731898,0.796308844,0.342277433,0.011251499,0.959880745,0.930353348,0.560695348,0.457427785,0.801594331,0.636922081,0.919488962,0.439300398,0.725959368,0.004866404,,0.671712951,0.529678233,0.006194155,0.976692712,0.007707936,0.983094106,0.237873957,0.007154888,0.024405548,0.91510916,0.955236607,0.837482944,0.064591535,0.069345441,0.972878231,0.974585555,0.034939499,0.854989884,0.006390117,0.97292886,0.022417703,0.909519258,0.007940834,0.924523312,0.979110527,0.006880455,0.887003157,0.007897597,0.465927305,0.674296634,0.010682679,0.600295574,0.962897765,0.014567689
RA_302,0.949884183,0.96243781,0.693323461,0.399334523,0.008531855,0.958707858,0.935762154,0.661570872,0.689845912,0.855092768,0.672955131,0.927100124,0.4636525,0.709149798,0.006250468,,0.633441553,0.922256565,0.007030341,0.966394179,0.008790828,0.980291796,0.286998637,0.005666018,0.020969415,0.905125825,0.948561849,0.851344966,0.161370977,0.038243639,0.9736223,0.973138578,0.029860768,0.854463436,0.007960778,,0.020167222,0.909439928,0.007156536,0.912743168,0.953712481,0.00900356,0.921633028,0.006643376,0.769676716,0.654399631,0.009278223,0.576679308,0.961182432,0.016939483
RA_30,0.940097176,0.961455106,0.783912161,0.402528773,0.0075521,0.956819102,0.933433905,0.613577612,0.64685098,0.810020972,0.727221674,0.951280533,0.326837423,0.738541667,0.007553923,,0.570846838,0.87075948,0.007065605,0.97164003,0.009657934,0.988128082,0.288587575,0.005403653,0.022057526,0.896730599,0.949172122,0.877861267,0.168223603,0.044987552,0.974926531,0.970227417,0.030010923,0.883883717,0.006270598,0.970624874,0.009140316,0.903862295,0.005828312,0.906964445,0.979735055,0.006012499,0.926656726,0.006478769,0.662428049,0.648203016,0.0084526,0.581901767,0.967239183,0.019195197
RA_297,0.896739705,,0.823170256,0.404766671,0.009340523,0.956979513,,0.568223756,0.605859145,,0.627515744,0.884207556,,0.695116586,0.006926332,,0.656799602,0.8822976,0.006718977,,0.008198999,0.981634993,0.350957353,0.006280809,0.027319005,0.913088015,0.93414438,0.802097617,0.170870299,0.060747421,0.97709428,0.975336166,0.031658902,0.862543352,0.007286224,,0.022657192,0.888607541,0.006388378,0.928682074,0.938095087,0.006589599,0.905546083,0.006302188,0.847393838,0.687258095,0.011863071,0.598730461,0.961099401,0.024334592
RA_295,0.948752488,0.960585629,0.817066334,0.370531004,0.009834488,0.948111559,0.940472664,0.584709865,0.70909686,,0.704527246,0.935503235,0.386100386,0.719289075,0.007115604,,0.6094947,0.607898808,0.006587543,0.970414534,0.00721351,0.978428126,0.265681717,0.007286686,0.022149535,0.911294419,0.964770599,0.830808398,0.105209183,0.04038269,0.974083436,0.974454874,0.028963579,0.878037402,0.007381822,,0.014106609,0.908379317,0.007090962,0.904354517,0.955563119,0.00792006,0.927823225,0.006206381,0.755796529,0.651521369,0.010195734,0.567147962,0.966598152,0.012876841
RA_294,0.917000415,0.958871706,0.784735326,0.35916085,0.009074341,0.952254911,0.923953787,0.51027163,0.63890492,0.855623855,0.550100693,0.924152638,0.59540286,0.673623064,0.00830954,,0.639211579,0.79194536,0.006139266,0.970177865,0.008213761,0.982731285,0.313960518,0.00444289,0.031005797,0.910327621,0.936146461,0.757670807,0.133553836,0.039582554,0.975234084,0.97381584,0.031607437,0.869895971,0.007869544,0.974175084,0.020582794,0.89833676,0.009107422,0.909797501,0.977989545,0.008248705,0.871119929,0.007076386,0.713741634,0.685469501,0.011261979,0.612328908,0.960659962,0.017407658
RA_292,0.91038667,0.96690488,0.777846603,0.371779204,0.009282826,0.945972534,0.938336224,0.571324959,0.724897766,0.94389595,0.646131347,0.87637819,0.518567383,0.716041888,0.00776695,,0.721837578,0.931922994,0.006586857,0.971734337,0.007425811,0.981808045,0.316483471,0.006145507,0.01993716,0.915457799,0.948447006,0.833630998,0.103494624,0.044473022,0.96947923,0.975378535,0.031666607,0.888974631,0.006190944,0.980818583,0.02879427,0.910930233,0.007312882,0.903425204,0.979515771,0.009856287,0.90613567,0.006769249,0.701190589,0.689415249,0.009949167,0.634509786,0.971332829,0.017827176
RA_291,0.94364505,0.966357916,0.865068483,0.45025823,0.009739697,0.929898794,0.943381245,0.496046859,0.74629777,0.796420285,0.634521535,0.889475591,0.453700919,0.72559761,0.008203597,,0.632084994,0.657337607,0.006293293,0.958381742,0.007167571,0.980744336,0.26145018,0.006384214,0.018685332,0.910126612,0.958448753,0.791357791,0.168323592,0.036075748,0.973375359,0.973076396,0.029808848,0.862672467,0.007350078,0.989259259,0.013177497,0.914628692,0.006979325,0.932090165,0.965376101,0.006875339,0.918010192,0.006565727,0.670273169,0.694417133,0.01170072,0.611059419,0.964582198,0.015075195
RA_287,0.935396879,0.963816574,0.844073895,0.385165625,0.00755964,0.968572995,0.937017526,0.558533635,0.721005951,0.877851034,0.657628881,0.879386879,0.488564759,0.695342466,0.004407367,,0.54095315,0.857758351,0.006898025,0.955253391,0.010116724,0.982593945,0.343412251,0.004838366,0.026320775,0.926019165,0.940841866,0.824674369,0.155627009,0.050927606,0.976113452,0.970944755,0.035732519,0.871738128,0.005542203,0.970905696,0.021830986,0.88887097,0.008204738,0.913912437,0.946408075,0.005059226,0.908945152,0.005119768,0.676651584,0.702054443,0.010289641,0.647477216,0.960638168,0.016164469
RA_285,0.966578971,0.966183793,0.798486025,0.417603772,0.00882378,0.954861154,0.947103894,0.612247043,0.615893812,0.818768213,0.687891425,0.897801853,0.402100207,0.693258427,0.007866548,,0.66617359,0.846671871,0.007265021,0.968237095,0.008022808,0.980696947,0.290063537,0.004921418,0.021005757,0.920135627,0.969626168,0.852124728,0.16253705,0.037854091,0.963473166,0.976745417,0.03412971,0.878922893,0.007809093,0.969109115,0.009097062,0.924501425,0.007534098,0.905511276,0.978305177,0.00813765,0.852283271,0.007390002,0.77707012,0.689000999,0.008237867,0.628095775,0.968773695,0.012163166
RA_284,0.911796778,0.958615459,0.851706189,0.42709908,0.010320821,0.956773911,0.939921987,0.476525045,0.366576317,0.861524648,0.685421076,0.92361245,0.459623753,0.686667621,0.006136645,,0.431200205,0.849103212,0.007193199,0.97484855,0.006850413,0.980531669,0.263708805,0.007306915,0.024319216,0.914103001,0.94980695,0.782276561,0.120858308,0.052542415,0.97270057,0.977141257,0.032996879,0.813832207,0.006382329,0.97277104,0.016851891,0.885078063,0.006542722,0.89299132,0.966586591,0.00770482,0.86507764,0.005250784,0.70673464,0.661924751,0.00904923,0.596597563,0.950114779,0.015940231
RA_283,0.947213024,0.962585409,0.806975997,0.414694841,0.009580285,0.956201505,0.937036618,0.534994645,0.447095963,0.945554194,0.606675413,0.925590398,0.510121813,0.720121756,0.007944869,,0.488665357,0.772342383,0.005048006,0.970228251,0.008732089,0.984295148,0.301179527,0.00704641,0.030321426,0.920863978,0.953263118,0.79447438,0.135686732,0.05055016,0.973687052,0.972199602,0.037435271,0.864012793,0.00814823,0.96933322,0.017279074,0.895460813,0.006742958,0.910343457,0.970699321,0.006166667,0.911502814,0.006571183,0.732732297,0.700338739,0.009966762,0.624160889,0.961693881,0.014917269
RA_281,0.925229318,0.963252321,0.791349116,0.435687102,0.009537746,0.941364288,0.925480488,0.591615734,0.703197795,0.802534246,0.63225143,0.939411522,0.451867462,0.673988944,0.007053168,,0.590400663,0.90632341,0.007692964,0.97005804,0.00967854,0.981978288,0.323549149,0.006458795,0.026490985,0.921014518,0.95115561,0.860330978,0.198419832,0.044643168,0.976054598,0.972630511,0.033720239,0.876360056,0.007002923,0.977939187,0.013607375,0.891506074,0.007487228,0.906560441,0.95863076,0.007366657,0.905581723,0.007668808,0.598054747,0.66873222,0.013438237,0.577493468,0.958927653,0.017111078
RA_280,0.932450791,0.962241383,0.832259298,0.430881131,0.009401957,0.958536911,0.93432021,0.561146884,0.699610018,0.803916399,0.572710363,0.926370208,0.48663064,0.658402204,0.006630036,,0.425843107,0.831620271,0.006521323,0.972174313,0.008100601,0.978616865,0.299736165,0.005261729,0.026814101,0.906181745,0.955717837,0.768633405,0.111891892,0.060319745,0.968551015,0.975817631,0.033288959,0.886647316,0.007938664,0.975543381,0.022934809,0.912113592,0.007594665,0.910194761,0.956951748,0.007358898,0.9205419,0.006691029,0.697896917,0.698054425,0.010672423,0.62519619,0.963535342,0.018954614
RA_276,0.932757015,0.951923077,0.781290974,0.439352523,0.008948946,0.961317331,,0.535929366,0.607944389,,0.617363304,0.88303381,,0.728217087,0.007920648,,0.63227872,0.813804511,0.007134302,,0.00784213,0.979272063,0.377855679,0.005457217,0.024826762,0.90461221,0.939293139,0.763789158,0.165689297,0.052952985,0.97674071,0.976763606,0.032432826,0.873837014,0.007411986,,0.026132621,0.903509491,0.006725064,0.905694326,0.953788826,0.008064546,0.901369513,0.007110652,0.700709439,0.674358346,0.008430813,0.61182841,0.961763136,0.013195798
RA_274,0.82496693,,0.823798806,0.429685922,0.008978229,0.96217429,,0.508430665,0.729663851,,0.494768339,0.851738834,,0.645616642,0.00950863,,0.717233763,0.720283812,0.005997509,,0.008216221,0.983744475,0.270452877,0.006079652,0.025031946,0.896811305,0.943221922,0.721886157,0.164976018,0.085830814,0.967505634,0.974515289,0.034370366,0.863790282,0.006410339,,0.020063474,0.854118507,0.008320358,0.882570539,0.980411859,0.006898111,0.777190863,0.006591195,0.754712158,0.725277747,0.011704662,0.678521697,0.958206446,0.028548801
RA_273,0.952638822,,0.794669087,0.427639131,0.010679361,0.963446071,,0.554610097,0.740157661,,0.645997753,0.94289409,,0.659987948,0.007941563,,0.551416909,0.609849973,0.005987054,,0.007615318,0.980137438,0.319424917,0.006647364,0.022785811,0.925895674,0.953520542,0.813306931,0.15431109,0.053566394,0.975140842,0.971165789,0.03355612,0.861449989,0.008215605,,0.013694044,0.901846562,0.007304106,0.9432936,0.980204649,0.007459303,0.91274213,0.006761886,0.742695502,0.706270238,0.010077716,0.570709385,0.960549443,0.012074333
RA_272,0.947230253,0.96457056,0.830323444,0.395604186,0.008596494,0.961381258,0.939814719,0.548513576,0.416792357,0.885092004,0.736204238,0.895791453,0.407127133,0.728176011,0.005912536,,0.64539441,0.643945415,0.006615381,0.977635525,0.007368288,0.98189838,0.26376268,0.005599665,0.018653074,0.92622185,0.967083085,0.844607653,0.150240152,0.04729899,0.975927446,0.974081039,0.03339346,0.872531011,0.006575492,0.984886345,0.014427958,0.905126694,0.00703686,0.928843514,0.979642141,0.005634736,0.903802365,0.007760235,0.700778358,0.681518156,0.009286958,0.61899046,0.96330949,0.014298606
RA_27,0.922520752,0.967318248,0.775728254,0.398699627,0.008819708,0.918168658,0.932017076,0.529062871,0.493648074,0.804843313,0.587280365,0.952261041,0.553767575,0.71875,0.001960811,,0.542210251,0.534229553,0.007716763,0.972737604,0.006308463,0.973417926,0.3134873,0.009442757,0.031380869,0.88860659,0.926470588,0.787265409,0.066686603,0.038933593,0.972921882,0.975440832,0.030590844,0.856885575,0.007532694,0.952380952,,0.86999291,0.004562915,0.903805073,0.978026601,0.006534129,0.809993734,0.006064402,0.740808824,0.7390553,0.0082193,0.624647354,0.959526704,0.012942999
RA_267,0.953767349,0.964379694,0.803548137,0.434474527,0.011972707,0.965388756,0.941992879,0.567756691,0.682988829,0.804887765,0.689319372,0.894497623,0.424406526,0.712959657,0.005974361,,0.614114093,0.776161895,0.005967437,0.973979305,0.007645082,0.982572185,0.268864229,0.006477219,0.026007207,0.915395248,0.933753943,0.916862263,0.144009396,0.052249186,0.970924734,0.974429443,0.033632705,0.865300727,0.007165727,0.975885247,0.006804672,0.906509121,0.007091505,0.919107904,0.950096393,0.008521189,0.913107322,0.007512172,0.708652178,0.676593886,0.007109635,0.634008676,0.963816125,0.018024862
RA_266,0.924764195,0.965040208,0.822832771,0.405845413,0.007516981,0.955802893,0.941446911,0.577549092,0.696782968,0.96149019,0.562016026,0.91910654,0.496224885,0.674437695,0.007963183,,0.491740872,0.763590501,0.006562264,0.969057243,0.00833061,0.978445864,0.274886918,0.006458651,0.024781415,0.91859275,0.952009226,0.84269646,0.175449601,0.049724638,0.96543579,0.97149032,0.031927432,0.885706719,0.006058847,0.962769384,0.023715963,0.876605488,0.007737646,0.922616895,0.958905267,0.007044574,0.906945281,0.007427759,0.701490752,0.704149119,0.009961835,0.639910701,0.96385223,0.014423141
RA_265,0.917217067,0.966345004,0.766479549,0.444918272,0.008958048,0.951648391,0.93956428,0.623301515,0.685166126,0.906312809,0.677528222,0.884523591,0.366573844,0.740437158,0.011553285,,0.539969832,0.779636683,0.006524133,0.968045355,0.007031275,0.980591021,0.311603398,0.00578268,0.025522614,0.919777933,0.962515115,0.810287759,0.146883879,0.041570316,0.976431174,0.974245829,0.037967122,0.891408863,0.007522499,0.980572151,0.013394765,0.927754492,0.007350943,0.925757037,0.959952636,0.00672704,0.902825136,0.006107929,0.723764561,0.676878074,0.010493536,0.619003448,0.966425014,0.013971846
RA_264,0.942883379,0.961684971,0.822649209,0.447785184,0.010437079,0.960364331,0.939233725,0.559961088,0.729279571,0.813423345,0.757978181,0.928797247,0.316461108,0.711181583,0.009680161,,0.497276542,0.894345493,0.006709228,0.969352991,0.008135669,0.980319214,0.277895262,0.007516549,0.018392337,0.910429001,0.951913641,0.868053752,0.183639052,0.034877578,0.975863427,0.976469627,0.030676116,0.891685383,0.007799284,0.971922309,0.020116639,0.893211847,0.007160936,0.909989907,0.9684355,0.006753146,0.920590551,0.007554159,0.709765138,0.634499507,0.010291386,0.556791698,0.966897772,0.012622224
RA_262,0.896637661,0.960374941,0.800111586,0.485049753,0.008193951,0.960014121,0.938197693,0.519847589,0.541203112,0.853952101,0.544040631,0.884690374,0.556375066,0.701857806,0.00969398,,0.642965965,0.748550036,0.006312703,0.971528146,0.009140045,0.982975495,0.314143367,0.007211701,0.030284195,0.896673511,0.927829415,0.782745566,0.169884378,0.054829927,0.978735745,0.968545722,0.032838336,0.872536859,0.007427848,0.968425019,0.020965608,0.886797248,0.00795405,0.879703853,0.977993047,0.007342919,0.897590361,0.004776956,0.683094704,0.679771266,0.008828845,0.611245979,0.965781353,0.019682058
